x,y,pm_x,pm_y,parallax,label
0.8290935285832515,0.4386004347836038,-1.0266827561815848,0.38061009074550395,0.011152031439895401,0.0
0.3750401926913395,0.20702849854856076,1.4537121610119552,2.0939289283218607,0.028183671803142907,0.0
0.9621937344575385,0.6864990902920681,2.557089248090288,0.17990660374802017,0.00956685841052211,0.0
0.49084319511704777,0.051105811694491465,2.6373595475136864,-1.6582582058763389,0.0025942162335613724,0.0
0.3301837721571925,0.13891923823021146,-0.5750922580615165,0.06971065155321739,0.021998915236718757,0.0
0.48989984525640207,0.0892999198392388,2.054705398027333,-1.3273428135576033,0.15364151871480677,0.0
0.1589218991652983,0.9446833605606337,-4.6292940700779575,0.0964948476629354,0.003524054461796594,0.0
0.9704693712447618,0.634650313694679,0.872460056745083,-1.8276657295271823,0.06492731392931875,0.0
0.8283075939409313,0.8923098385501644,-0.1267107154693501,0.9555881318682379,0.02795393183254915,0.0
0.9371660689677498,0.3839131191144981,2.909841671191865,-0.8449996497688759,0.039147678836111637,0.0
0.49948714790909765,0.0013572429374548722,-2.465386715658301,0.5825973278321301,0.0384436090265512,0.0
0.7623407985957126,0.37452657712152015,-1.1353024980167634,2.27173522746243,0.006952631046359191,0.0
0.18294804120334096,0.4907587780709841,-0.14331262119942428,-0.722912762382478,0.04941979137609311,0.0
0.011105742328657353,0.6131087291602848,1.797743883936597,-3.0785202212065466,0.026973085626154983,0.0
0.5716629393682848,0.7387768671969166,2.919281412213951,-1.314013891758411,0.11797191316809129,0.0
0.6771960249023641,0.6527832567994253,1.4257807081739884,2.730070561774067,0.005142156737235203,0.0
0.8553263392278142,0.7761027720725376,-2.0326143935609515,1.2114944538355086,0.03563772563252047,0.0
0.30697184057599824,0.7705372423598273,1.6361129429345338,0.9848024595292958,0.02059429576477935,0.0
0.44560083798215977,0.2512104736670866,-1.7631878938169625,0.6484466223892358,0.055712651634966255,0.0
0.4406378389408926,0.6259752190815371,0.08613108742489826,0.86100501819139,0.04976801790557769,0.0
0.015174082067864303,0.9173276019595248,-0.7120398994917906,-1.4360498707359524,0.016823469639507482,0.0
0.1377000958021799,0.17957137899800157,-1.6449129005971308,-0.5046790503422584,0.05040808242737738,0.0
0.5080349171971094,0.7946464347475499,-1.9921401518993054,0.7473388868278321,0.01202297896893542,0.0
