x,y,pm_x,pm_y,parallax,probs_final,label
0.653302584981202,0.5344030205165543,-2.7810583265052227,-1.1594561413822366,0.014318520207948979,0.7615,0
0.9104334907372725,0.042761426137626235,2.523427577423607,1.3367189194552023,0.019411680314870294,0.0,0
0.5735377359917789,0.8682314133786955,-2.027336019920284,-0.033504584407800374,0.01130112283156841,0.068,0
0.8134098738926496,0.345585398197638,1.465067528206861,1.794586437849022,0.01300057442945865,0.0,0
0.1963668727584429,0.47095698497295957,0.1887416572534477,0.369329564352982,0.015112596187215858,0.0658,0
0.9586600678449556,0.5166789320705486,0.0700192389208839,-0.4372442899581792,0.010609106263293009,0.0,0
0.2248552112951957,0.3923483704230335,0.6893675874867362,2.226307626757781,0.03843790563199258,0.0113,0
0.5617727493755166,0.3868581896210562,-1.6868450036927536,-3.11071904953993,0.045312407952415264,0.0364,0
0.5988283325624058,0.3698793218266264,1.2355419964285927,-0.6829244619377015,0.007046828215964948,0.0,0
0.24975532373615061,0.717264402300687,1.9498239225807001,-1.0642115295004644,0.007146182153595085,0.0086,0
0.1563770485666658,0.4432939970697699,0.9004927725763088,0.7545537976903446,0.029915690432253627,0.0072,0
0.8761922533213329,0.9568583419732094,0.24487063177725943,-1.76703220717704,0.007571387817543409,0.0,0
0.7467207832228326,0.889209829266342,0.24994718201753632,-1.9399462993233827,0.04812947521121988,0.0,0
0.1385340958391309,0.7672137699700816,-1.2077579727873833,-0.14542132897552704,0.07864073538517813,0.9888,0
0.20020827179512035,0.0888947230191004,-0.5834252759028853,0.2463433900822842,0.015375773828986122,0.0,0
0.4091355379614596,0.5462872630165274,-0.5673152908629927,-0.5474759546809671,0.031451105773169244,0.0108,0
0.6744017131504936,0.8549858241961429,-1.052754682589165,0.14926337563502007,0.007648580273195158,0.0829,0
0.797918306318362,0.2769212136539577,-1.2700823440805196,-0.9787974581366965,0.01663009475291338,0.0,0
0.05727386908644172,0.0018179984250341619,-0.3821031537342426,1.2096612250730057,0.06602680203312454,0.0,0
0.1151662388150616,0.7115916316593062,1.5909134052122014,1.48183673058424,0.01698587415012108,0.0007,0
0.06647146175264651,0.7152626812203379,-0.23729825551790254,-0.1322198356816016,0.004432643758756074,0.0371,0
0.5107044138234086,0.07350672647973622,0.3855015807365269,-0.3158983721880642,0.07018655366522662,0.0,0
0.3470213139545488,0.7115482211776567,-1.2209212551997553,-0.5585720392993041,0.011869483724127064,0.0428,0
0.800712193712606,0.20897609225508496,-4.390953750380852,-0.5542332622511031,0.011072714450054075,0.0,0
0.48839980490078716,0.6544661720039517,-1.5118235676438112,-1.44081237149158,0.04385238023796957,0.9785,0
0.31342177172929064,0.6291944669827233,3.2943705759601953,1.7873584271027303,0.06266607435070946,0.0,0
0.4334080156114204,0.9118450848970161,-1.5665296546063603,1.1282500851204276,0.10558467827351314,0.1102,0
0.5066255960610995,0.1054104960343335,0.5314503512787968,0.21504585014082467,0.014047945903777852,0.0,0
0.6534709874183745,0.7322817014991096,0.35097422262655165,-0.6556558760219422,0.04377972238015685,0.2121,0
0.0800088534333242,0.7969638847994331,0.7405420515881864,0.36409695277922627,0.07173726809771018,0.0185,0
0.5037730868892001,0.7112993518649425,0.6605679185993816,-1.2346789786711092,0.0077233367754376,0.1306,0
0.46547808630492815,0.1218468068998847,0.2809446865357328,0.7279083963520008,0.02731968045892085,0.0,0
0.027519284683914846,0.5121513842568635,0.6011200314859918,-2.2553668934267757,0.09321181109492399,0.0,0
0.9463467119041332,0.05004169245870471,1.9913832141022973,0.40063263971459234,0.0037024227670794923,0.0,0
0.3556957080843617,0.7224527112302981,-2.350224345760015,-0.768665310077326,0.1517954989983123,0.0,0
0.7048176427334119,0.7473495355413786,-0.03250329954097639,0.349476805718232,0.028401032648068446,0.0462,0
0.631704047791777,0.35061173776261567,0.9866857014319633,0.27494283892084387,0.01660678382422712,0.0,0
0.9585826800800901,0.683396904853866,4.156871490714054,-2.797403613423984,0.02731867356448917,0.0,0
0.045859145694864156,0.8686965054628368,2.647334991517724,0.9378320878266124,0.017399292200769793,0.0015,0
0.49726969966741963,0.7546666604833359,-0.721965015581563,0.6138827048398386,0.010273172790039881,0.1224,0
0.8338456690934416,0.7141917237319183,3.2170338013487965,-1.1361293035340123,0.020506645157362523,0.0,0
0.0941640514725317,0.41788204765767556,-2.6271787721467383,0.826461160717065,0.22533916540227958,0.0,0
0.632335934300916,0.8262016360271649,1.5983352253568268,0.5831253267930634,0.011474493704607675,0.0051,0
0.46833692013696016,0.25056097737755323,-2.0753905151027947,-0.015050276061248547,0.033881811418877944,0.0004,0
0.4468402375670081,0.40905651622700956,0.6484646746072913,1.9695881520335652,0.036390807429407875,0.0223,0
0.8825964302745767,0.8554423059309388,-0.3168279763647223,-1.0430133313259342,0.006811156148447996,0.0001,0
0.5287041305247269,0.9497185577248718,-0.08403247978211488,-1.1467500836746491,0.10024551673027024,0.9934,0
0.8007050069182441,0.06284974613456806,-0.20226976207211783,-0.43421955807946366,0.019326116891085394,0.0,0
0.41807481950628134,0.4911827306165619,3.4918782531624086,1.676682217275571,0.11432424636359656,0.0,0
0.18805000687721862,0.14538379306407379,-0.5714687696755564,0.18543075657928162,0.03031097783028282,0.0,0
0.2861213190078157,0.8904662234600325,0.5905328574604604,-1.0217663910617387,0.06751873066328892,0.0587,0
0.23992776797355164,0.007468157029375644,-0.8210319704156916,-0.015171269012157021,0.028470547965412516,0.0,0
0.3695147910652721,0.3041792730398005,-2.148113248465499,-1.5084219453215493,0.029236796084174982,0.3775,0
0.9121793228723277,0.43069636368633735,-0.7143486660413296,-1.3882015961714498,0.1509674547249682,0.0,0
0.3777506287162514,0.3322468697050953,-0.19864262139473646,-0.15156553652477447,0.0020809763894578588,0.0197,0
0.5792802067732686,0.994805375016551,-0.7815610356154211,-3.4647290318540436,0.02561004387339856,0.0001,0
0.39503058862608953,0.7841066739630173,-0.342044627227417,0.06547615592926333,0.07495386986599152,0.9743,0
0.09883316295768296,0.06630041342326276,0.6876123515696407,-2.911360864250549,0.021383746633520058,0.0,0
0.1618812065914399,0.9371090649413714,-1.8139890229360676,-0.0026864474871638204,0.028069784680082806,0.0042,0
0.8112609220482331,0.8975857440500985,-1.5630657179457987,-0.595861606727693,0.00998459524564341,0.0001,0
0.06685540381101729,0.08356302506055047,-1.6806672837715726,0.05332680010917082,0.05961764475298423,0.0,0
0.872957792860066,0.41233403351342945,0.6866763761859146,0.48092571185171124,0.012810444114308409,0.0,0
0.643882516181087,0.6777766672246438,0.30830882146382416,-1.3750010657988214,0.04621749333334866,0.0543,0
0.09912731869185398,0.7739268060597008,1.268176541008378,-2.481995680834443,0.04633000400188661,0.0,0
0.3860371141605383,0.1356342392134412,-3.6093816567064088,-3.192800813821435,0.03520452446496482,0.0,0
0.1844523819091325,0.5012814570647427,3.9650596075091,-1.1098304754134385,0.016606718261672898,0.0,0
0.8435152161785843,0.5137420121723189,-1.277731650541225,1.209310148198269,0.017954038499894225,0.0,0
0.2725032190419544,0.5151649931306688,-0.9311829332033897,2.2160197285898073,0.01158049704977798,0.0135,0
0.5381066879431006,0.5283669148520113,3.7656633587941,-0.7348694555708318,0.01086054172045934,0.0232,0
0.1726021806764758,0.06608635514929917,0.38590120066465905,-1.86359968322625,0.028833091778576757,0.0,0
0.3716313777065292,0.3414667637899347,2.9181958543704494,-0.26211997089509,0.010577871656671284,0.0,0
0.7872066483787687,0.6617157203395538,1.943415300981885,0.733471363800417,0.018806658814909838,0.0,0
0.9991052796955378,0.2593148762102865,3.239963937445474,3.674023527062098,0.044377096628478,0.0,0
0.9760752771483054,0.7012748854430102,-0.7803581076044305,1.4703648867982535,0.07824336733972832,0.0,0
0.8979282250916133,0.5556751376866937,-1.6233807004513032,-0.2105669283035712,0.0018820154261639155,0.0,0
0.40151872156818436,0.1624906700382246,-0.5634704775859157,2.3999715430078994,0.020482697172726723,0.0,0
0.9030035690932473,0.9724493201713639,2.2295753198092307,0.17278128442000407,0.009352443061462986,0.0,0
0.8934971243172819,0.43849210716092335,-0.9020114342818342,0.3765860561097547,0.038017161370145186,0.0,0
0.7066156791708946,0.41528256978533284,-0.4075077752291835,0.7317685132242798,0.037081364381192125,0.0004,0
0.20406441695523903,0.9674543742710504,-0.4809553108514444,-3.737747310680182,0.018487656398144946,0.0099,0
0.5877914653100815,0.4110185542100242,0.3339484163871018,0.4278920862315468,0.050602139849747006,0.0135,0
0.6518607497171675,0.3936958296562292,3.667699865878639,1.5914561712929407,0.08355094496717767,0.0,0
0.7302711234339461,0.7289240895163999,-1.2546082780122438,0.9765388953730934,0.04040334363333111,0.0136,0
0.9664877417196355,0.2846463591085232,-1.3690551476741672,2.816582786283795,0.015396197097964928,0.0,0
0.6907804198246944,0.7356354296115507,-0.49622660894979626,-0.8383361615256508,0.06518828291126283,0.7689,0
0.10633531579877231,0.1723296470594876,-0.6334904028880446,-0.12932858056101684,0.036439055141975034,0.0,0
0.9105092829544829,0.19603862645480497,1.420256324044657,0.22552829247571488,0.01771976444358149,0.0,0
0.6817427718551631,0.10995643047834025,1.5997783822206049,-3.8769337582539505,0.04334176730106503,0.0,0
0.31145675046093746,0.30863967341050835,0.9243481440788379,-0.2988692704664634,0.007952070454190238,0.0001,0
0.010521663975163631,0.7731348840811498,3.6946563767329317,-0.48963654417456987,0.004624514652768697,0.0019,0
0.9539888154073254,0.10910958032592477,-0.6071615012375923,-1.2566190904188101,0.049694859515056804,0.0,0
